# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 27 07:34:06 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN disc_telescope: Discovery Telescope
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_massjlim:    Planet Mass [Jupiter Mass] Limit Flag
#
pl_name,hostname,discoverymethod,disc_year,disc_facility,disc_telescope,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,Microlensing,2022,KMTNet,1.6 m wide-field telescope,,,,,0.14158583,0.09439056,-0.06921974,0
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,Microlensing,2022,KMTNet,1.6 m wide-field telescope,,,,,0.14473219,0.09439056,-0.07236609,0
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,Microlensing,2022,KMTNet,1.6 m wide-field telescope,,,,,0.12270772,0.07236609,-0.06292704,0
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,Microlensing,2022,KMTNet,1.6 m wide-field telescope,,,,,0.14473219,0.09439056,-0.07236609,0
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L,Microlensing,2023,KMTNet,1.6 m wide-field telescope,,,,,21.00000000,29.00000000,-12.00000000,0
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,Microlensing,2022,KMTNet,1.6 m wide-field telescope,,,,,0.79000000,0.54000000,-0.43000000,0
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,Microlensing,2022,KMTNet,1.6 m wide-field telescope,,,,,0.73000000,0.50000000,-0.40000000,0
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,Microlensing,2023,KMTNet,1.6 m wide-field telescope,,,,,1.07000000,1.15000000,-0.68000000,0
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L,Microlensing,2023,KMTNet,1.6 m wide-field telescope,,,,,1.07000000,1.15000000,-0.68000000,0
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,Microlensing,2022,KMTNet,1.6 m wide-field telescope,,,,,0.07000000,0.10000000,-0.03000000,0
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,Microlensing,2022,KMTNet,1.6 m wide-field telescope,,,,,0.07000000,0.10000000,-0.03000000,0
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,Microlensing,2022,KMTNet,1.6 m wide-field telescope,,,,,0.07000000,0.10000000,-0.04000000,0
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,Microlensing,2022,KMTNet,1.6 m wide-field telescope,,,,,0.07000000,0.10000000,-0.04000000,0
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,Microlensing,2023,KMTNet,1.6 m wide-field telescope,,,,,0.91000000,0.42000000,-0.24000000,0
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,Microlensing,2023,KMTNet,1.6 m wide-field telescope,,,,,0.90000000,0.42000000,-0.24000000,0
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,Microlensing,2023,KMTNet,1.6 m wide-field telescope,,,,,0.90000000,0.42000000,-0.24000000,0
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.11200000,0.15200000,-0.06100000,0
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.03200000,0.04400000,-0.01800000,0
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.51300000,0.41000000,-0.27500000,0
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,Microlensing,2023,KMTNet,1.6 m wide-field telescope,,,,,0.26000000,0.13000000,-0.11000000,0
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,Microlensing,2023,KMTNet,1.6 m wide-field telescope,,,,,0.26000000,0.13000000,-0.11000000,0
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,Microlensing,2023,KMTNet,1.6 m wide-field telescope,,,,,0.04813918,0.02894644,-0.02296837,0
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,Microlensing,2023,KMTNet,1.6 m wide-field telescope,,,,,0.04845382,0.03020498,-0.02328300,0
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L,Microlensing,2023,KMTNet,1.6 m wide-field telescope,,,,,0.31000000,0.46000000,-0.16000000,0
KMT-2022-BLG-1551L b,KMT-2022-BLG-1551L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,2.96000000,1.71000000,-1.53000000,0
KMT-2022-BLG-1790L b,KMT-2022-BLG-1790L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,1.73000000,0.95000000,-0.89000000,0
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,2.86000000,1.87000000,-1.02000000,0
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,4.00000000,1.24000000,-2.00000000,0
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,4.27000000,1.17000000,-1.70000000,0
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,1.50000000,0.62000000,-0.31000000,0
KMT-2022-BLG-1818L c,KMT-2022-BLG-1818L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,0.36000000,0.30000000,-0.21000000,0
KMT-2022-BLG-1818L c,KMT-2022-BLG-1818L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,0.35000000,0.24000000,-0.17000000,0
KMT-2022-BLG-1818L c,KMT-2022-BLG-1818L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,0.87000000,0.81000000,-0.49000000,0
KMT-2022-BLG-1818L c,KMT-2022-BLG-1818L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,0.46000000,0.32000000,-0.25000000,0
KMT-2022-BLG-2076L b,KMT-2022-BLG-2076L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.88000000,0.46000000,-0.45000000,0
KMT-2022-BLG-2076L b,KMT-2022-BLG-2076L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.86000000,0.45000000,-0.44000000,0
KMT-2022-BLG-2286L b,KMT-2022-BLG-2286L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,19.00000000,27.00000000,-10.00000000,0
KMT-2022-BLG-2286L b,KMT-2022-BLG-2286L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,43.00000000,30.00000000,-23.00000000,0
KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.26334965,0.16820397,-0.14394560,0
KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.26334965,0.16820397,-0.14394560,0
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.04200000,0.02100000,-0.02200000,0
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,6.15000000,3.03000000,-3.20000000,0
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.04100000,0.02000000,-0.02100000,0
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,6.66000000,3.26000000,-3.38000000,0
KMT-2023-BLG-0466L b,KMT-2023-BLG-0466L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,3.25000000,2.59000000,-2.03000000,0
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.12400000,0.09200000,-0.06700000,0
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.12400000,0.09200000,-0.06700000,0
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.12400000,0.09200000,-0.06700000,0
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.69000000,0.41000000,-0.31000000,0
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.58000000,0.35000000,-0.27000000,0
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,3.01000000,1.07000000,-0.79000000,0
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,4.04000000,1.43000000,-1.05000000,0
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.51000000,0.30000000,-0.23000000,0
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,3.42000000,1.21000000,-0.89000000,0
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,3.45000000,1.22000000,-0.90000000,0
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.58000000,0.35000000,-0.27000000,0
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.12200000,0.06800000,-0.06800000,0
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.12200000,0.06800000,-0.06800000,0
KMT-2023-BLG-0830L b,KMT-2023-BLG-0830L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.05600000,0.06400000,-0.03300000,0
KMT-2023-BLG-0830L b,KMT-2023-BLG-0830L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.05900000,0.06800000,-0.03500000,0
KMT-2023-BLG-0949L b,KMT-2023-BLG-0949L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,5.98000000,4.36000000,-3.11000000,0
KMT-2023-BLG-0949L b,KMT-2023-BLG-0949L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,3.91000000,2.85000000,-2.03000000,0
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.04216111,0.02485618,-0.02108056,0
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.04279039,0.02611472,-0.02170983,0
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.63000000,0.71000000,-0.34000000,0
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.30000000,0.34000000,-0.16000000,0
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.77000000,0.87000000,-0.42000000,0
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.56000000,0.63000000,-0.30000000,0
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,1.28000000,1.83000000,-0.68000000,0
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,1.08000000,1.53000000,-0.58000000,0
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,20.00000000,30.00000000,-10.00000000,0
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.00827491,0.00132147,-0.00213952,0
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.01161004,0.00242269,-0.00371270,0
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.01252248,0.00245415,-0.00393294,0
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.05144285,0.03086571,-0.02655521,0
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.05144285,0.03086571,-0.02655521,0
KMT-2023-BLG-2209L b,KMT-2023-BLG-2209L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.80000000,0.38000000,-0.38000000,0
KMT-2024-BLG-0176L b,KMT-2024-BLG-0176L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,0.76000000,1.03000000,-0.39000000,0
KMT-2024-BLG-0176L b,KMT-2024-BLG-0176L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,0.76000000,1.03000000,-0.39000000,0
KMT-2024-BLG-0349L b,KMT-2024-BLG-0349L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,11.86000000,6.56000000,-6.54000000,0
KMT-2024-BLG-0349L b,KMT-2024-BLG-0349L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,11.86000000,6.56000000,-6.54000000,0
KMT-2024-BLG-0404L b,KMT-2024-BLG-0404L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,27.24000000,39.81000000,-13.62000000,0
KMT-2024-BLG-0404L c,KMT-2024-BLG-0404L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.05443189,0.08023197,-0.02768790,0
KMT-2024-BLG-1005L b,KMT-2024-BLG-1005L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,21.00000000,22.00000000,-12.00000000,0
KMT-2024-BLG-1044L b,KMT-2024-BLG-1044L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.04304209,0.04791894,-0.02111202,0
KMT-2024-BLG-1044L b,KMT-2024-BLG-1044L,Microlensing,2024,KMTNet,1.6 m wide-field telescope,,,,,0.02438423,0.03785061,-0.01271126,0
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,2.64000000,1.57000000,-1.16000000,0
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,2.64000000,1.57000000,-1.16000000,0
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.06000000,0.06600000,-0.03600000,0
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.06000000,0.06600000,-0.03600000,0
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.06000000,0.06600000,-0.03600000,0
KMT-2024-BLG-1870L b,KMT-2024-BLG-1870L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,1.06000000,0.53000000,-0.55000000,0
KMT-2024-BLG-1870L b,KMT-2024-BLG-1870L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,1.06000000,0.53000000,-0.55000000,0
KMT-2024-BLG-2005L b,KMT-2024-BLG-2005L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,0.16000000,0.24000000,-0.09000000,0
KMT-2024-BLG-2005L b,KMT-2024-BLG-2005L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,0.16000000,0.24000000,-0.09000000,0
KMT-2024-BLG-2059L b,KMT-2024-BLG-2059L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.02200000,0.01200000,-0.01300000,0
KMT-2024-BLG-2059L b,KMT-2024-BLG-2059L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.02200000,0.01200000,-0.01300000,0
KMT-2024-BLG-2087L b,KMT-2024-BLG-2087L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,4.39000000,3.07000000,-2.46000000,0
KMT-2024-BLG-2242L b,KMT-2024-BLG-2242L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.05500000,0.09500000,-0.03000000,0
KMT-2024-BLG-2242L b,KMT-2024-BLG-2242L,Microlensing,2025,KMTNet,1.6 m wide-field telescope,,,,,0.04400000,0.07600000,-0.02400000,0
KMT-2025-BLG-0121L b,KMT-2025-BLG-0121L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,7.77000000,4.08000000,-4.04000000,0
KMT-2025-BLG-0481L b,KMT-2025-BLG-0481L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,0.59000000,0.85000000,-0.34000000,0
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,0.13309068,0.12660920,-0.06931413,0
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,0.13315361,0.12805652,-0.06947145,0
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L,Microlensing,2026,KMTNet,1.6 m wide-field telescope,,,,,0.13315361,0.12780481,-0.06943999,0
KOBE-1 b,KOBE-1,Radial Velocity,2025,Calar Alto Observatory,3.5 m telescope,,,,,,,,
KOBE-1 c,KOBE-1,Radial Velocity,2025,Calar Alto Observatory,3.5 m telescope,,,,,,,,
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,1.28762601,0.05566955,-0.05272549,0,,,,
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,1.63886163,0.50316710,-0.32563119,0,,,,
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,1.17405858,0.22928044,-0.05798922,0,,,,
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,1.30520342,0.76188908,-0.28370109,0,,,,
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,1.30520342,0.76188908,-0.28370109,0,,,,
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,1.30520342,0.76188908,-0.28370109,0,,,,
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,1.23000000,0.06000000,-0.05000000,0,1.10000000,3.50000000,-0.80000000,0
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,1.19546999,0.58881358,-0.58881358,0,,,,
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,1.43000000,0.13000000,-0.13000000,0,10.00000000,,,1
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,1.30231960,0.06127770,-0.06127770,0,,,,
KOI-12 b,KOI-12,Transit,2015,Kepler,0.95 m Kepler Telescope,1.54000000,0.45000000,-0.45000000,0,5.32000000,6.11000000,-6.11000000,0
KOI-1257 b,KOI-1257,Transit,2014,Kepler,0.95 m Kepler Telescope,0.67981204,0.56918646,-0.08118490,0,,,,
KOI-1257 b,KOI-1257,Transit,2014,Kepler,0.95 m Kepler Telescope,0.94000000,0.12000000,-0.12000000,0,1.45000000,0.35000000,-0.35000000,0
KOI-1257 b,KOI-1257,Transit,2014,Kepler,0.95 m Kepler Telescope,0.67981204,0.56918646,-0.08118490,0,,,,
KOI-1257 b,KOI-1257,Transit,2014,Kepler,0.95 m Kepler Telescope,0.63342066,0.41930664,-0.41930664,0,,,,
KOI-1257 b,KOI-1257,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-1257 b,KOI-1257,Transit,2014,Kepler,0.95 m Kepler Telescope,0.83861327,0.11865486,-0.11865486,0,,,,
KOI-1257 b,KOI-1257,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-1257 b,KOI-1257,Transit,2014,Kepler,0.95 m Kepler Telescope,0.67981204,0.56918646,-0.08118490,0,,,,
KOI-1257 b,KOI-1257,Transit,2014,Kepler,0.95 m Kepler Telescope,0.70389865,0.05977340,-0.04103845,0,,,,
KOI-1257 b,KOI-1257,Transit,2014,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,1.52109912,0.18467303,-0.24355429,0,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,1.57257561,0.14925506,-0.13301811,0,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,2.30172579,0.90909247,-0.71728199,0,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,1.51200000,0.03500000,-0.03500000,0,9.28000000,0.16000000,-0.16000000,0
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,2.03000000,,,0,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,1.80000000,,,0,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,1.86000000,0.00300000,-0.00300000,0,8.30000000,1.25000000,-1.25000000,0
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,2.30172579,0.90909247,-0.71728199,0,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,2.05192610,1.42742685,-1.42742685,0,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,1.40600000,0.03800000,-0.03800000,0,6.51500000,1.57500000,-1.57500000,0
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,2.30172579,0.90909247,-0.71728199,0,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,1.44500000,0.01600000,-0.01600000,0,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,1.91096769,0.56472575,-0.84575041,0,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-13 b,KOI-13,Transit,2011,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-134 b,KOI-134,Transit,2025,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-134 b,KOI-134,Transit,2025,Kepler,0.95 m Kepler Telescope,1.17762715,0.17842836,-0.17842836,0,,,,
KOI-134 b,KOI-134,Transit,2025,Kepler,0.95 m Kepler Telescope,1.09555011,0.32117104,-0.19359477,0,,,,
KOI-134 b,KOI-134,Transit,2025,Kepler,0.95 m Kepler Telescope,1.09555011,0.32117104,-0.19359477,0,,,,
KOI-134 b,KOI-134,Transit,2025,Kepler,0.95 m Kepler Telescope,1.07271128,0.02774561,-0.02774561,0,,,,
KOI-134 b,KOI-134,Transit,2025,Kepler,0.95 m Kepler Telescope,1.07949155,0.20073190,-0.24623113,0,,,,
KOI-134 b,KOI-134,Transit,2025,Kepler,0.95 m Kepler Telescope,1.07400000,0.01700000,-0.01700000,0,1.09000000,0.12000000,-0.08000000,0
KOI-134 c,KOI-134,Transit Timing Variations,2025,Kepler,0.95 m Kepler Telescope,,,,,0.22000000,0.01700000,-0.02100000,0
KOI-142 b,KOI-142,Transit,2013,Kepler,0.95 m Kepler Telescope,0.35061172,0.05888136,-0.01338213,0,,,,
KOI-142 b,KOI-142,Transit,2013,Kepler,0.95 m Kepler Telescope,0.30671782,0.00669105,-0.00669105,0,0.03000000,0.00360000,-0.00360000,0
KOI-142 b,KOI-142,Transit,2013,Kepler,0.95 m Kepler Telescope,0.33700000,0.03500000,-0.03200000,0,0.02700000,0.00800000,-0.00800000,0
KOI-142 b,KOI-142,Transit,2013,Kepler,0.95 m Kepler Telescope,0.33722959,0.01784284,-0.01784284,0,,,,
KOI-142 b,KOI-142,Transit,2013,Kepler,0.95 m Kepler Telescope,0.33865702,0.01739676,-0.01739676,0,,,,
KOI-142 b,KOI-142,Transit,2013,Kepler,0.95 m Kepler Telescope,0.34106522,0.01480953,-0.03051120,0,,,,
KOI-142 b,KOI-142,Transit,2013,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-142 b,KOI-142,Transit,2013,Kepler,0.95 m Kepler Telescope,0.33865702,0.01739676,-0.01739676,0,,,,
KOI-142 b,KOI-142,Transit,2013,Kepler,0.95 m Kepler Telescope,0.35061172,0.05888136,-0.01338213,0,,,,
KOI-142 b,KOI-142,Transit,2013,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-142 c,KOI-142,Transit Timing Variations,2013,Kepler,0.95 m Kepler Telescope,,,,,0.62600000,0.02900000,-0.03300000,0
KOI-142 c,KOI-142,Transit Timing Variations,2013,Kepler,0.95 m Kepler Telescope,,,,,,,,
KOI-142 c,KOI-142,Transit Timing Variations,2013,Kepler,0.95 m Kepler Telescope,,,,,0.67400000,0.01600000,-0.01600000,0
KOI-1599.01,KOI-1599,Transit,2019,Kepler,0.95 m Kepler Telescope,0.15701695,0.06512635,-0.01516641,0,,,,
KOI-1599.01,KOI-1599,Transit,2019,Kepler,0.95 m Kepler Telescope,0.15701695,0.06512635,-0.01516641,0,,,,
KOI-1599.01,KOI-1599,Transit,2019,Kepler,0.95 m Kepler Telescope,0.15701695,0.06512635,-0.01516641,0,,,,
